Date,ACN,ADBE,AMD,AKAM,ADS,APH,ADI,ANSS,AAPL,AMAT,ANET,ADSK,ADP,AVGO,BR,CDNS,CDW,CSCO,CTXS,CTSH,GLW,DXC,FFIV,FIS,FISV,FLT,FLIR,FTNT,IT,GPN,HPE,HPQ,INTC,IBM,INTU,IPGP,JKHY,JNPR,KEYS,KLAC,LRCX,LDOS,MA,MXIM,MCHP,MU,MSFT,MSI,NTAP,NLOK,NVDA,ORCL,PAYX,PAYC,PYPL,QRVO,QCOM,CRM,STX,NOW,SWKS,SNPS,TEL,TXN,VRSN,V,WDC,WU,XRX,XLNX,ZBRA
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-02,0.00044464550720668683,0.02834873011604211,0.02445649797191951,0.01948822230974656,0.006783435340013577,0.02280899846307327,0.016272639735220862,0.010031225073938499,0.017029658713993312,0.008892522529044822,0.0,0.011458078706023223,0.002236194913139311,0.010490833188995907,0.00866787415223813,0.0071090548104002504,0.0,0.010907420708601512,0.019155915612682373,0.00784131059605686,-0.009189081667519972,0.014925460923466582,0.008421377540681174,0.001093666522441028,0.01128369922601724,0.0,0.0072305445514662114,-0.02791717105010849,0.01204440815544805,0.01848032118627274,0.0,0.009884681419917385,-0.011180879651581876,0.003628248491245989,0.005813640635900397,0.005349838362009862,0.007714837400887076,0.0068729843904420385,0.0,0.008436454837738694,0.01996434790122459,0.010793456767117293,0.02924798145802554,0.009246362897888272,0.013104579622719381,-0.003685587884540764,0.01632669067464043,-0.0024938470063470275,0.006005718435961205,0.0,0.020764312240507454,0.01373168050810647,0.01191766613304468,0.0,0.0,0.0,0.0011024219556923232,0.014769233452094799,0.016494685797031616,0.0,0.018133362527996466,0.0055009581709839495,0.003157866387567765,0.005434545631046506,-0.0026140009539263875,0.014226548462759725,0.011955570933080972,-0.00908539619194415,0.009474717518648479,0.011926904589480314,0.01795229627644912
2010-11-03,0.0077794073735244496,-0.00758102058004162,0.013262586888394656,0.013902247408340784,0.017584161283770383,0.007433505154596398,0.009024632702602231,0.0022069845749339567,0.011119652584024253,0.004807773511231295,0.0,0.0,0.007139634568772646,0.024916761972226142,0.0009042330586745972,-0.005882375380572125,0.0,0.02330579611539485,-0.0010696900114034458,-0.019679535904216672,0.014184202559158754,-0.009266871436535151,0.04746484675969165,0.004734017373102084,0.0003658397372150457,0.0,0.012562774308105595,0.00032269212506275124,-0.0031318628410259564,-0.0005040899315150726,0.0,0.020974189661454146,0.014765107408852618,0.0022941698981655545,-0.005367301618159015,0.022513271804750046,0.01348891868025559,0.03475001439948655,0.0,0.006135092321881697,0.015876081350743698,-0.0006283372072326543,0.02378265159669901,0.005955473464083205,0.012319022724264439,-0.0024660302017261992,-0.013143442012378048,0.006250098529309911,0.0027986799757935277,0.0,0.007322830161217819,-0.011175078775054526,0.003925737302296506,0.0,0.0,0.0,0.006831323686986579,0.008836495195094107,-0.007437558551397272,0.0,-0.0112941120910518,-0.0007815731787578217,0.011016404871030394,0.01351368241575468,0.005241703726393654,0.007395911038593939,0.008179560591838442,-0.0005731136596947017,-0.0017066972787137535,0.003315092249238205,0.006613333086658679
2010-11-04,0.007278545964346295,0.022916661975560304,0.047120437147337935,0.021329323602791606,0.018734012166019554,0.028155090217780954,0.02798578002624863,0.007487340976224832,0.017487394056431738,0.027910675140893515,0.0,0.015009877051372023,0.013734571698540421,0.024716418993584677,0.014911902145143152,0.0011834590659838273,0.0,0.021088419477209186,0.008413567694413704,0.00031097609938934845,0.01775145625524721,0.009760165091887485,-0.016514796693266942,0.007974004567736781,0.019199178608957146,0.0,0.00886196794894012,-0.014193565614761816,-0.01382345382068062,0.014624615622850445,0.0,0.005934869165321599,0.02392625394793302,0.018173039448383888,0.010792791531473167,0.008406765238975211,0.01007194503093145,0.014692576765986232,0.0,0.04794889046488904,0.03061465885150172,0.008170848363771022,0.012151093709709127,0.05509991494739919,0.03285694543991924,0.058096447239059934,0.004069613702431196,0.006211136924203942,0.02195353720194748,0.0,0.0016154099691216839,0.009246468639177774,0.004976907372105099,0.0,0.0,0.0,0.05799983291821542,-0.02078143608729255,0.016348832686729153,0.0,0.040421394841616776,0.005475142405917843,0.018057350816363726,0.024999759978997282,0.02172654806535146,0.012531888153068715,0.009014607888243598,0.04243121590185139,0.019658180190287755,0.022393247295231067,0.056665747714105485
2010-11-05,0.0,-0.010862175993511136,0.004999995231628418,-0.006526240571463449,-0.0020607916587290775,-0.001321823952335932,-0.002806217721120108,0.006775986301442938,-0.0035818783287623335,0.006982048278308284,0.0,-0.004464281437804529,0.0017486384426048662,0.003163722498009225,-0.042297387217469784,0.01773045128296813,0.0,0.0020652673817440625,-0.009253656313466418,-0.014312160229199677,-0.002114312889747949,0.001610671993320878,0.01745388883286103,0.0050343028863377715,0.0007175654758821981,0.0,0.005270626625726749,0.023887482406487415,-0.0006370994203215297,0.0022366436659120303,0.0,-0.007941958466742949,0.012875823604225234,0.0008853659051619722,-0.005133466152638655,0.00039699200753551267,-0.0014244134096227379,0.016253043984837845,0.0,-0.006347699362005854,-0.010594066118482126,0.0049876400810753285,0.005492731832264175,-0.021579501308291893,0.00029426190037162847,0.01168217557165585,-0.010685463483519841,0.012345314392037565,0.003094733731543453,0.0,0.01693528485536655,-0.00746509780342286,-0.0024763209142564246,0.0,0.0,0.0,-0.0002067138623439435,-0.007541880378479027,0.026809606855166868,0.0,0.020692778743060636,0.00505644001340122,0.012232151484306009,0.023414992979030824,-0.0034022631867710595,-0.0023753354064210974,0.03513996447987622,0.003300389934560277,-0.0025146159069974194,-0.004308739434354281,-0.010362635414346344
2010-11-08,-0.015108545420252084,0.0051476159581593794,0.012437858450770278,0.016141152966499872,-0.00683103413196573,-0.007564409412480266,-0.0030960597543274737,0.03495433668371306,0.004698261632477552,-0.013867184853897818,0.0,-0.007567277338966449,-0.008071881604972297,-0.004730241873478813,-0.005578726526950795,-0.009291512996056017,0.0,0.005358336190778967,0.0010719698175190029,-0.005839647694467431,0.005297109470018269,-0.015480275641280739,-0.0014634171152502207,-0.0067978194483002685,-0.0012549246388688928,0.0,0.001048674467577948,-0.00990736223140154,0.006694264547485007,0.0148769465105405,0.0,0.012122442733039973,-0.00047079779759851004,0.0012992150189257146,0.0020642072394367883,0.03134916604211102,-0.0021398227661127978,-0.005815565563067504,0.0,0.00931605239393396,0.015536387815862529,-0.0018606893071508868,-0.013773688445426369,0.015438988030047174,-0.0053004290682068245,-0.04849885493005579,-0.0014899027416380717,-0.006096969268105101,0.015789617844245818,0.0,0.0039649476784135995,-0.007179644963482001,-0.011701753958342609,0.0,0.0,0.0,-0.010966632377188978,0.011752247526497284,-0.01697099191818696,0.0,-0.012412228142733794,-0.003482978020759697,0.01903358783440323,-0.0028599586770371443,0.006543261030322434,-0.013659153001869928,0.0008633091514054225,-0.0021930936320343486,-0.01428573109243203,0.009067927045321111,-0.000523572182309362
2010-11-09,0.007114212612841175,0.006828229748698789,-0.0282555879864691,-0.04765419367276014,-0.007197634733704272,-0.005906723863019159,-0.009881346001066271,0.010488777411485684,-0.00797201111168333,0.0015624653124148846,0.0,-0.0031064843497762284,-0.003518665685720901,-0.01663363583481947,0.00935015005878248,-0.012895622522948291,0.0,-0.001639979399120306,-0.0116244454336637,0.007302789015109612,-0.0005271930509651579,-0.00367572237057312,-0.019540803874306234,-0.003962545405572282,-0.0016155116508155265,0.0,-0.010125859260217585,0.006778598932352553,0.006966412725965432,-0.0012213596777636004,0.0,-0.002937644880655843,-0.0032975596862350187,-0.0021848741686255613,-0.0006180470785077663,0.01308196058415212,0.0003572984296329462,0.0002925207795916318,0.0,-0.013185641747998078,-0.028736776900095906,-0.019888724766880195,-0.004905861289953961,-0.015638433418563302,0.0014802824378294943,-0.04126209771782485,0.0052219466509106915,0.007361785664471876,0.011792185189599236,0.0,-0.005528889864507391,-0.010330452412120827,-0.003588235385146299,0.0,0.0,0.0,0.00251058896630707,0.0023580492844228473,-0.027888978762236616,0.0,-0.0029324434433249946,-0.007378661516800666,-0.02520009555968783,-0.0012744834828697371,-0.008479308769903104,-0.004954813423786564,-0.006324099687401552,0.01648374485366677,0.0034099628233266177,-0.016175350673014344,-0.009952882794076912
2010-11-10,0.004415207616381256,0.010172978865296445,-0.020227541150263817,0.005624458749147854,0.011277564199038581,0.006708823849022272,-0.010265183437468961,0.022835838294208655,0.006169571061957813,0.0023402688393141524,0.0,0.015864061909187877,0.008827940530448553,-0.008860312434115003,0.01667438435080615,0.007125827244504279,0.0,0.0057493567235056275,0.027391005213597497,0.0020488119243990965,-0.009488185784792935,-0.008608303954590335,0.020511553382003722,0.007594911277899241,0.006292741739297503,0.0,0.016578656975794637,-0.006732958904312358,0.008490580636524303,0.013453939747185562,0.0,0.0009065811729878082,-0.005670874274581128,0.002805665231977894,0.006388762454070163,0.0072161236083616576,0.0035727166494274876,0.010234146385125875,0.0,0.005649860983815591,-0.016602495025179076,0.0019031160667832836,0.008150483034638167,0.0026476573888796207,0.0014780944405876628,-0.003797494866606632,-0.00037080331666639044,-0.00121844539510918,0.004767841382096627,0.0,0.011914230782440693,-0.0017397521231530266,-0.0007202314369568752,0.0,0.0,0.0,-0.005007868773457824,0.027097679718712797,-0.015026997861484759,0.0,0.0,0.001173735808777332,-0.001824734874564471,0.0,-0.013683082177698536,0.01238518887369322,-0.03037283041800043,0.014594328223103581,-0.01699246719549763,0.0018264731659285438,-0.0079364879131113
2010-11-11,-0.027692573167282464,0.00503523376704873,-0.015483856201171875,-0.02719382620842037,0.006531830475322575,-0.024181421688178606,-0.018438568285551904,-0.003653344905691358,-0.004339547275093336,-0.017120783867969114,0.0,0.011712162905654688,0.002625279887093823,0.009752255735365756,-0.020956765583686754,-0.005896136764101945,0.0,-0.16210690410738138,0.006175536396985759,0.003302895693235275,-0.009579715721122373,-0.020260568685097957,0.006591240642987328,-0.00969155278476963,-0.0035733564155341346,0.0,-0.022206846959168303,-0.017753364918895786,-0.004989081663069994,-0.0009655009150928429,0.0,-0.024003527420680792,0.008079277360567794,-0.007642543033671734,-0.0006139012638263219,-0.00942684749942424,-0.0060518339017106015,-0.0005790720329535981,0.0,-0.011236404908619546,-0.01796574743547974,-0.015823218075705525,-0.005915600148172828,-0.011003512456205011,-0.009149826227000557,-0.002541293674376277,-0.009650985843927984,-0.012194766169734805,-0.025659045220714605,0.0,-0.010204271828602729,-0.004182712394913302,0.0007207505441568784,0.0,0.0,0.0,0.00503307374630646,-0.009755632196123298,0.0,0.0,-0.02016828941774218,-0.010160227719089754,-0.020414603889316485,-0.017230929537534356,-0.0005779701387504943,-0.0008830856740477122,-0.015811555106938435,-0.007991447809786778,-0.011235543783348456,-0.03355191369433652,0.0010666910807290986
2010-11-12,-0.019891175165636543,-0.01336004046076289,0.0,-0.013283072703942023,-0.015827684307008427,-0.013268333707155522,0.004109082723968038,-0.002240794663060597,-0.027222474052655432,-0.0031671767332196454,0.0,-0.02839026499319075,-0.008945538309764633,0.035009800873395225,-0.005118370480499457,-0.013048707754378719,0.0,-0.018031152131754657,-0.03008984266903736,-0.008778913879123884,-0.012896283052226232,-0.01118386672932803,0.0012934815364329388,-0.01413521603669532,-0.011117068796768437,0.0,-0.015614223130510196,-0.0036148737840417944,-0.008774700344231334,-0.002900890477882556,0.0,-0.020649949466399198,0.015087453615387991,-0.011620609931442427,-0.01557385451543658,-0.0034259669211879062,-0.01110300890748106,0.037069165367537904,0.0,-0.007575504278946821,-0.0013223126289357845,-0.0012861353655488905,-0.035307757655918426,-0.011126172564814962,-0.000595861859221225,-0.016560524333790183,-0.015367430925108394,-0.01358016700742759,-0.023990105843394893,0.0,0.051546622344160964,-0.008750368605060732,-0.0007202314369568752,0.0,0.0,0.0,-0.009390895226725204,-0.0147348682535694,-0.022885192595485493,0.0,-0.007718771978503458,-0.007895805903744835,-0.00870907571346613,0.004870584513674281,-0.010699832744473614,-0.028780158621141028,-0.01242809609641271,-0.02739001689825149,-0.013112220531712127,0.005282954770847725,-0.015450234867063761
